Store,DayOfWeek,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,CompetitionDistance,Promo2,Month_binned
109,3,5593,692,1,0,0,0,3300.0,0,"(3,6]"
83,4,3717,327,1,0,0,0,2710.0,0,"(3,6]"
366,3,7139,644,1,1,0,0,6470.0,0,"(0,3]"
663,4,5085,661,1,0,0,0,7860.0,0,"(6,9]"
582,1,9770,1042,1,1,0,0,120.0,0,"(0,3]"
889,2,4717,470,1,1,0,0,18670.0,0,"(0,3]"
308,1,0,0,0,1,0,1,1070.0,1,"(6,9]"
841,1,4214,577,1,0,0,1,27650.0,0,"(9,12]"
210,7,0,0,0,0,0,0,970.0,1,"(9,12]"
253,3,6715,745,1,1,0,1,250.0,1,"(6,9]"
665,2,11860,1546,1,1,0,0,90.0,1,"(3,6]"
175,4,4264,587,1,0,0,1,4130.0,0,"(6,9]"
393,5,7386,810,1,1,0,0,4820.0,0,"(3,6]"
326,1,7669,566,1,1,0,0,10070.0,1,"(3,6]"
658,5,7038,659,1,1,0,0,520.0,1,"(9,12]"
662,5,9943,912,1,1,0,0,1070.0,0,"(9,12]"
548,3,3566,359,1,0,0,0,3760.0,0,"(3,6]"
991,4,4548,432,1,0,0,0,1010.0,0,"(6,9]"
327,5,0,0,0,1,1,0,1390.0,0,"(9,12]"
168,2,10258,884,1,1,0,0,12540.0,0,"(3,6]"
1036,7,0,0,0,0,0,0,9560.0,1,"(3,6]"
295,7,0,0,0,0,0,0,210.0,1,"(9,12]"
470,7,0,0,0,0,0,0,50.0,0,"(0,3]"
311,1,0,0,0,0,2,1,680.0,0,"(3,6]"
852,5,5002,610,1,1,0,0,940.0,1,"(3,6]"
983,5,5906,903,1,0,0,0,40.0,1,"(3,6]"
450,4,8561,1180,1,0,0,0,5780.0,1,"(3,6]"
1066,6,10622,1075,1,0,0,0,3350.0,0,"(3,6]"
297,6,3580,405,1,0,0,0,2300.0,0,"(6,9]"
294,7,0,0,0,0,0,0,3150.0,0,"(6,9]"
364,6,3273,411,1,0,0,0,13620.0,1,"(6,9]"
341,2,3466,539,1,0,0,0,190.0,0,"(0,3]"
435,2,3106,361,1,1,0,0,910.0,0,"(9,12]"
425,3,3544,426,1,1,0,1,1460.0,0,"(6,9]"
216,1,0,0,0,0,2,1,190.0,1,"(3,6]"
25,5,10659,1522,1,1,0,0,430.0,0,"(0,3]"
265,6,2519,245,1,0,0,0,4580.0,1,"(6,9]"
47,5,5932,799,1,0,0,0,270.0,1,"(0,3]"
234,1,9921,984,1,0,0,1,4370.0,0,"(6,9]"
150,5,10345,1063,1,0,0,1,31830.0,0,"(9,12]"
962,2,5242,853,1,0,0,1,260.0,0,"(3,6]"
301,1,7128,657,1,1,0,0,4510.0,0,"(3,6]"
791,2,9731,932,1,1,0,1,5950.0,0,"(0,3]"
675,5,5105,511,1,1,0,0,2100.0,1,"(9,12]"
202,5,4045,381,1,0,0,0,5140.0,0,"(0,3]"
255,6,6379,592,1,0,0,0,4630.0,1,"(6,9]"
593,5,8681,1132,1,1,0,0,33060.0,0,"(3,6]"
546,2,14590,1628,1,1,0,1,580.0,0,"(0,3]"
394,7,0,0,0,0,0,0,10850.0,0,"(0,3]"
762,2,4307,430,1,0,0,1,1280.0,1,"(3,6]"
924,5,4758,505,1,0,0,0,6420.0,1,"(0,3]"
475,7,0,0,0,0,0,0,140.0,0,"(0,3]"
704,5,9483,1060,1,0,0,0,1910.0,0,"(6,9]"
632,1,6316,856,1,0,0,1,3350.0,0,"(6,9]"
376,5,12102,1240,1,1,0,0,160.0,0,"(9,12]"
235,4,7039,555,1,1,0,0,5710.0,1,"(3,6]"
265,5,5282,539,1,1,0,0,4580.0,1,"(3,6]"
694,3,8671,775,1,1,0,0,460.0,1,"(0,3]"
86,3,7987,883,1,1,0,0,480.0,1,"(9,12]"
947,4,7425,1050,1,1,0,0,460.0,1,"(0,3]"
544,2,15077,1872,1,1,0,1,250.0,1,"(0,3]"
968,7,0,0,0,0,0,0,1190.0,0,"(9,12]"
709,2,11755,1541,1,0,0,1,500.0,0,"(3,6]"
965,5,7772,833,1,1,0,0,110.0,0,"(9,12]"
335,7,8029,1509,1,0,0,0,90.0,1,"(6,9]"
1073,1,6633,897,1,0,0,0,1710.0,1,"(0,3]"
1048,6,4661,433,1,0,0,0,1860.0,1,"(3,6]"
1090,6,2644,343,1,0,0,0,330.0,1,"(6,9]"
108,3,11170,844,1,1,0,0,2190.0,0,"(3,6]"
119,7,0,0,0,0,0,0,2100.0,0,"(0,3]"
531,3,6848,797,1,1,0,0,4030.0,0,"(9,12]"
597,3,3339,550,1,0,0,0,150.0,1,"(6,9]"
855,6,3436,392,1,0,0,0,3440.0,1,"(6,9]"
623,2,7554,855,1,1,0,0,4080.0,1,"(3,6]"
965,2,10049,961,1,1,0,0,110.0,0,"(3,6]"
1095,6,2269,421,1,0,0,0,690.0,1,"(6,9]"
192,6,16106,1068,1,0,0,0,2770.0,1,"(3,6]"
548,5,4991,432,1,1,0,1,3760.0,0,"(9,12]"
44,6,3773,487,1,0,0,0,540.0,0,"(0,3]"
915,3,4661,408,1,0,0,0,650.0,1,"(0,3]"
484,1,8144,764,1,1,0,0,14300.0,0,"(3,6]"
496,4,7279,802,1,1,0,0,2780.0,0,"(6,9]"
239,7,0,0,0,0,0,0,610.0,0,"(6,9]"
909,3,15677,1334,1,1,0,0,1680.0,1,"(0,3]"
781,7,0,0,0,0,0,0,630.0,0,"(0,3]"
511,1,7009,895,1,1,0,0,2060.0,0,"(0,3]"
496,3,8542,882,1,1,0,0,2780.0,0,"(0,3]"
1004,4,5739,463,1,1,0,0,970.0,1,"(0,3]"
493,2,10623,936,1,1,0,1,1150.0,1,"(3,6]"
281,5,6150,569,1,0,0,0,6970.0,0,"(0,3]"
775,7,0,0,0,0,0,0,6970.0,1,"(6,9]"
216,1,9769,1118,1,1,0,1,190.0,1,"(9,12]"
759,6,4694,531,1,0,0,0,110.0,1,"(0,3]"
263,1,2691,265,1,0,0,1,1140.0,1,"(6,9]"
800,4,5880,551,1,1,0,0,2020.0,0,"(0,3]"
1050,5,8110,575,1,1,0,1,13170.0,1,"(9,12]"
864,4,4521,639,1,1,0,0,1020.0,1,"(0,3]"
475,6,6476,1016,1,0,0,0,140.0,0,"(6,9]"
567,5,3856,560,1,0,0,0,1010.0,1,"(6,9]"
493,7,0,0,0,0,0,0,1150.0,1,"(0,3]"
596,2,5288,733,1,1,0,0,290.0,0,"(3,6]"
801,7,0,0,0,0,0,0,48330.0,0,"(3,6]"
972,7,0,0,0,0,0,0,14960.0,0,"(6,9]"
624,6,4723,453,1,0,0,0,6920.0,0,"(0,3]"
51,1,5271,448,1,0,0,0,10570.0,1,"(0,3]"
243,5,5735,884,1,0,0,0,310.0,1,"(3,6]"
681,3,2304,390,1,0,0,0,620.0,1,"(0,3]"
860,2,7063,786,1,1,0,1,5980.0,0,"(6,9]"
592,4,3379,499,1,0,0,0,2540.0,0,"(0,3]"
477,6,5518,454,1,0,0,0,770.0,1,"(0,3]"
757,1,6258,570,1,0,0,0,3450.0,0,"(9,12]"
716,4,4927,389,1,0,0,0,3200.0,1,"(3,6]"
889,5,5030,538,1,1,0,0,18670.0,0,"(3,6]"
883,7,0,0,0,0,0,0,3200.0,0,"(6,9]"
1083,3,5650,373,1,1,0,1,11540.0,1,"(6,9]"
330,3,3334,425,1,0,0,0,370.0,1,"(3,6]"
772,5,0,0,0,1,1,0,1850.0,0,"(9,12]"
826,4,7585,751,1,0,0,0,7980.0,0,"(9,12]"
624,1,11342,915,1,1,0,1,6920.0,0,"(0,3]"
365,1,6353,646,1,1,0,0,2410.0,1,"(3,6]"
716,2,4443,349,1,1,0,0,3200.0,1,"(0,3]"
378,7,0,0,0,0,0,0,2140.0,0,"(3,6]"
910,7,0,0,0,0,0,0,12480.0,1,"(3,6]"
469,3,8814,1192,1,0,0,0,710.0,0,"(0,3]"
156,3,5164,627,1,0,0,0,2020.0,1,"(0,3]"
966,4,3683,528,1,0,0,0,760.0,0,"(0,3]"
527,1,15952,1232,1,1,0,0,5830.0,0,"(9,12]"
355,5,7551,1019,1,0,0,0,9720.0,0,"(3,6]"
47,6,5399,721,1,0,0,0,270.0,1,"(9,12]"
463,3,5352,885,1,0,0,0,4160.0,0,"(0,3]"
499,6,4534,689,1,0,0,0,450.0,1,"(0,3]"
1086,6,6757,722,1,0,0,1,180.0,1,"(6,9]"
799,2,8080,814,1,0,0,0,2700.0,0,"(6,9]"
1023,6,5829,720,1,0,0,0,3740.0,1,"(6,9]"
97,7,0,0,0,0,0,0,8980.0,0,"(9,12]"
734,5,6607,627,1,1,0,0,220.0,1,"(6,9]"
651,5,7665,952,1,1,0,0,200.0,0,"(9,12]"
276,4,4894,570,1,1,0,0,2960.0,1,"(9,12]"
781,1,7002,851,1,1,0,0,630.0,0,"(6,9]"
267,3,7831,935,1,1,0,1,2460.0,0,"(6,9]"
562,4,17304,2975,1,1,0,1,1210.0,0,"(6,9]"
1078,6,4744,397,1,0,0,0,670.0,1,"(3,6]"
486,2,3432,476,1,0,0,0,2320.0,1,"(9,12]"
206,1,11871,1126,1,1,0,0,380.0,1,"(0,3]"
63,3,7587,661,1,1,0,0,3700.0,1,"(3,6]"
131,3,5935,578,1,1,0,0,920.0,0,"(0,3]"
971,7,0,0,0,0,0,0,1140.0,1,"(9,12]"
738,4,6107,554,1,0,0,1,5980.0,0,"(3,6]"
1104,1,4385,381,1,0,0,0,260.0,1,"(3,6]"
837,6,1192,140,1,0,0,0,14600.0,0,"(0,3]"
1020,2,9656,1172,1,1,0,0,40.0,0,"(3,6]"
524,4,6566,753,1,0,0,0,40860.0,0,"(0,3]"
475,3,6125,929,1,0,0,0,140.0,0,"(3,6]"
896,4,7263,1064,1,1,0,0,170.0,0,"(3,6]"
722,7,0,0,0,0,0,0,50.0,0,"(6,9]"
209,3,5250,557,1,0,0,0,11680.0,1,"(3,6]"
330,2,3091,386,1,0,0,0,370.0,1,"(0,3]"
422,4,4423,398,1,1,0,0,2880.0,0,"(0,3]"
577,3,4925,672,1,0,0,0,2270.0,1,"(3,6]"
1017,4,5637,884,1,0,0,1,110.0,0,"(6,9]"
742,5,9220,966,1,1,0,0,4380.0,0,"(9,12]"
395,7,0,0,0,0,0,0,3620.0,0,"(3,6]"
658,3,8093,725,1,1,0,0,520.0,1,"(9,12]"
795,7,0,0,0,0,0,0,510.0,1,"(6,9]"
512,1,5454,1328,1,1,0,0,590.0,1,"(3,6]"
419,6,4173,736,1,0,0,0,1620.0,0,"(9,12]"
196,3,4178,612,1,0,0,0,3850.0,1,"(3,6]"
717,7,0,0,0,0,0,0,310.0,1,"(0,3]"
693,1,4426,389,1,0,0,1,450.0,1,"(6,9]"
959,3,8527,844,1,1,0,0,1060.0,0,"(9,12]"
599,6,12703,1080,1,0,0,0,580.0,0,"(9,12]"
613,1,6090,932,1,0,0,1,250.0,1,"(6,9]"
624,5,5884,624,1,0,0,0,6920.0,0,"(3,6]"
1010,6,9654,856,1,0,0,0,4610.0,1,"(3,6]"
1014,7,0,0,0,0,0,0,210.0,1,"(3,6]"
147,7,0,0,0,0,0,0,8540.0,0,"(9,12]"
950,5,7669,673,1,1,0,0,8460.0,0,"(9,12]"
512,1,4922,1284,1,0,0,0,590.0,1,"(3,6]"
1081,2,8565,1300,1,1,0,0,400.0,0,"(3,6]"
792,3,5113,587,1,0,0,0,17280.0,1,"(0,3]"
935,6,3039,350,1,0,0,0,22350.0,0,"(3,6]"
671,1,5288,566,1,0,0,0,2070.0,1,"(0,3]"
722,2,11416,1727,1,1,0,0,50.0,0,"(3,6]"
491,6,6732,553,1,0,0,0,4680.0,1,"(0,3]"
538,3,0,0,0,0,1,1,990.0,0,"(0,3]"
266,5,5179,618,1,0,0,1,360.0,1,"(9,12]"
405,5,4973,533,1,1,0,1,1080.0,1,"(6,9]"
405,4,4750,492,1,1,0,0,1080.0,1,"(6,9]"
511,7,0,0,0,0,0,0,2060.0,0,"(9,12]"
37,7,0,0,0,0,0,0,4230.0,0,"(0,3]"
393,6,5897,604,1,0,0,0,4820.0,0,"(6,9]"
867,1,6272,525,1,1,0,0,21810.0,0,"(3,6]"
300,5,6340,827,1,0,0,0,120.0,1,"(0,3]"
591,5,8091,645,1,1,0,1,3340.0,1,"(3,6]"
1068,6,5227,366,1,0,0,0,5010.0,1,"(0,3]"
126,2,6447,567,1,1,0,1,3370.0,1,"(6,9]"
252,6,8370,710,1,0,0,0,22330.0,1,"(6,9]"
329,5,6071,611,1,0,0,0,1310.0,1,"(3,6]"
499,1,7602,877,1,1,0,0,450.0,1,"(3,6]"
991,5,5212,486,1,0,0,1,1010.0,0,"(3,6]"
554,2,4897,662,1,0,0,0,1200.0,0,"(9,12]"
883,5,4898,534,1,1,0,1,3200.0,0,"(6,9]"
358,6,10749,1122,1,0,0,0,2890.0,0,"(0,3]"
313,6,4383,537,1,0,0,0,14160.0,0,"(3,6]"
557,2,4889,706,1,1,0,0,250.0,0,"(3,6]"
95,7,0,0,0,0,0,0,1890.0,0,"(9,12]"
1018,6,10395,1193,1,0,0,0,140.0,0,"(6,9]"
690,5,6263,909,1,1,0,0,100.0,0,"(0,3]"
448,1,11731,916,1,1,0,0,3970.0,0,"(9,12]"
279,4,5570,486,1,0,0,0,2320.0,1,"(6,9]"
998,7,0,0,0,0,0,0,780.0,1,"(3,6]"
398,2,5689,619,1,1,0,0,1540.0,1,"(6,9]"
863,7,0,0,0,0,0,0,21370.0,0,"(0,3]"
707,6,4745,508,1,0,0,0,2900.0,0,"(0,3]"
925,7,0,0,0,0,0,0,470.0,1,"(3,6]"
773,1,6366,781,1,1,0,1,200.0,0,"(0,3]"
818,5,7129,698,1,1,0,0,490.0,1,"(3,6]"
545,2,8253,937,1,0,0,0,5020.0,1,"(9,12]"
830,1,9597,721,1,1,0,0,6320.0,1,"(3,6]"
571,1,5823,470,1,0,0,0,2110.0,1,"(3,6]"
292,7,0,0,0,0,0,0,1100.0,0,"(6,9]"
5,1,7173,707,1,1,0,0,29910.0,0,"(3,6]"
126,4,15405,554,1,1,0,0,3370.0,1,"(9,12]"
79,1,4970,555,1,0,0,0,3320.0,0,"(3,6]"
262,3,26738,3596,1,1,0,0,1180.0,0,"(3,6]"
297,6,4286,497,1,0,0,0,2300.0,0,"(9,12]"
349,3,0,0,0,0,0,1,1490.0,0,"(3,6]"
481,4,4163,397,1,1,0,1,7470.0,1,"(6,9]"
749,2,7053,769,1,1,0,1,3410.0,1,"(9,12]"
866,4,0,0,0,0,1,0,9680.0,1,"(3,6]"
530,2,5317,995,1,0,0,0,18160.0,0,"(6,9]"
596,4,0,0,0,1,1,0,290.0,0,"(3,6]"
400,6,5371,829,1,0,0,0,70.0,1,"(6,9]"
191,2,6367,721,1,0,0,0,1100.0,1,"(6,9]"
999,7,0,0,0,0,0,0,15140.0,1,"(6,9]"
1099,7,0,0,0,0,0,0,200.0,1,"(9,12]"
560,1,18229,1878,1,1,0,0,1910.0,0,"(0,3]"
34,6,5653,755,1,0,0,0,2240.0,0,"(6,9]"
503,5,11920,698,1,1,0,0,13080.0,1,"(9,12]"
410,7,0,0,0,0,0,0,40.0,1,"(9,12]"
473,7,0,0,0,0,0,0,50.0,0,"(6,9]"
405,2,5388,550,1,1,0,0,1080.0,1,"(0,3]"
812,5,5092,724,1,0,0,0,2590.0,0,"(6,9]"
546,4,11369,1489,1,0,0,0,580.0,0,"(9,12]"
614,2,8018,1048,1,1,0,0,1160.0,0,"(6,9]"
909,5,0,0,0,0,0,0,1680.0,1,"(6,9]"
145,4,8523,1348,1,1,0,0,280.0,1,"(6,9]"
447,6,4747,576,1,0,0,0,1510.0,0,"(6,9]"
45,1,7183,494,1,1,0,0,9710.0,0,"(0,3]"
443,7,0,0,0,0,0,0,11400.0,0,"(6,9]"
273,1,10095,972,1,1,0,0,8480.0,0,"(0,3]"
116,7,0,0,0,0,0,0,680.0,0,"(0,3]"
467,3,12970,1526,1,1,0,1,20390.0,0,"(9,12]"
620,3,8505,720,1,1,0,0,5440.0,1,"(3,6]"
668,2,7388,986,1,0,0,0,1270.0,0,"(3,6]"
450,6,12765,1898,1,0,0,0,5780.0,1,"(6,9]"
233,2,12102,1178,1,1,0,1,1890.0,0,"(3,6]"
333,7,0,0,0,0,0,0,3720.0,0,"(3,6]"
1021,1,8550,1118,1,0,0,0,1080.0,0,"(6,9]"
567,3,4148,560,1,0,0,1,1010.0,1,"(6,9]"
364,2,4070,556,1,0,0,0,13620.0,1,"(9,12]"
145,5,7525,1069,1,1,0,0,280.0,1,"(0,3]"
668,7,0,0,0,0,0,0,1270.0,0,"(3,6]"
191,6,8280,764,1,0,0,0,1100.0,1,"(3,6]"
709,6,4457,572,1,0,0,0,500.0,0,"(3,6]"
155,2,4378,448,1,0,0,1,3050.0,1,"(0,3]"
986,1,7496,845,1,1,0,1,620.0,1,"(6,9]"
798,7,0,0,0,0,0,0,9560.0,0,"(9,12]"
454,2,11953,1252,1,1,0,0,26450.0,0,"(0,3]"
752,3,7159,522,1,1,0,0,970.0,1,"(3,6]"
766,7,0,0,0,0,0,0,9820.0,0,"(0,3]"
806,4,0,0,0,1,1,1,260.0,1,"(3,6]"
604,6,8530,654,1,0,0,0,10950.0,0,"(3,6]"
603,2,9176,1197,1,1,0,0,340.0,1,"(3,6]"
1067,1,7149,575,1,1,0,0,12020.0,0,"(0,3]"
667,3,0,0,0,0,1,1,2870.0,0,"(0,3]"
1054,2,6667,641,1,1,0,0,13190.0,1,"(3,6]"
805,3,7007,557,1,1,0,0,24770.0,1,"(3,6]"
713,5,10072,1299,1,1,0,0,220.0,1,"(6,9]"
106,7,0,0,0,0,0,0,1390.0,0,"(3,6]"
569,4,5010,740,1,0,0,0,1340.0,0,"(3,6]"
1103,5,3666,280,1,0,0,1,1340.0,1,"(6,9]"
676,2,6859,1458,1,1,0,1,1410.0,0,"(6,9]"
51,2,4556,351,1,0,0,0,10570.0,1,"(0,3]"
921,2,9761,1070,1,1,0,1,840.0,0,"(6,9]"
45,7,0,0,0,0,0,0,9710.0,0,"(6,9]"
648,1,10813,898,1,1,0,0,2130.0,0,"(6,9]"
721,5,6661,692,1,0,0,0,3590.0,1,"(3,6]"
310,7,2075,219,1,0,0,0,2290.0,1,"(3,6]"
1072,1,9503,791,1,1,0,1,5380.0,1,"(0,3]"
201,2,5908,440,1,1,0,1,20260.0,1,"(3,6]"
827,5,12456,1817,1,0,0,1,250.0,0,"(6,9]"
391,6,3527,438,1,0,0,0,460.0,1,"(0,3]"
60,6,5879,512,1,0,0,0,5540.0,0,"(0,3]"
585,7,0,0,0,0,0,0,440.0,0,"(3,6]"
76,2,8706,897,1,1,0,1,19960.0,0,"(3,6]"
121,4,4396,473,1,1,0,0,3570.0,1,"(9,12]"
561,5,8141,801,1,1,0,0,14300.0,0,"(3,6]"
379,1,6152,633,1,1,0,0,6630.0,0,"(3,6]"
950,5,7339,684,1,1,0,0,8460.0,0,"(3,6]"
6,1,8088,930,1,1,0,0,310.0,0,"(3,6]"
914,2,8343,1168,1,0,0,0,2640.0,1,"(0,3]"
1013,7,0,0,0,0,0,0,630.0,1,"(3,6]"
875,7,0,0,0,0,0,0,5070.0,1,"(3,6]"
1107,6,5203,619,1,0,0,0,1400.0,1,"(0,3]"
435,6,1961,213,1,0,0,0,910.0,0,"(6,9]"
510,7,0,0,0,0,0,0,8260.0,0,"(0,3]"
1072,6,4929,439,1,0,0,0,5380.0,1,"(9,12]"
461,3,4021,431,1,0,0,1,1790.0,1,"(3,6]"
732,2,6499,757,1,1,0,0,35280.0,0,"(3,6]"
568,4,4682,384,1,1,0,0,4270.0,1,"(6,9]"
285,7,0,0,0,0,0,0,2410.0,0,"(0,3]"
1100,1,6414,871,1,0,0,1,540.0,1,"(9,12]"
495,5,4766,383,1,0,0,0,5470.0,1,"(0,3]"
477,7,0,0,0,0,0,0,770.0,1,"(3,6]"
143,5,7201,633,1,1,0,0,2930.0,0,"(0,3]"
176,1,8890,955,1,1,0,0,3770.0,0,"(3,6]"
1054,3,6684,625,1,1,0,0,13190.0,1,"(3,6]"
360,3,6196,686,1,0,0,0,2040.0,0,"(3,6]"
308,5,8040,850,1,0,0,1,1070.0,1,"(6,9]"
450,6,9422,1451,1,0,0,0,5780.0,1,"(0,3]"
884,5,4585,475,1,1,0,0,7550.0,0,"(3,6]"
467,5,10734,1410,1,0,0,0,20390.0,0,"(3,6]"
126,4,14504,583,1,1,0,1,3370.0,1,"(6,9]"
903,4,9752,770,1,0,0,0,7290.0,0,"(6,9]"
849,2,6530,786,1,0,0,1,5000.0,0,"(3,6]"
652,7,0,0,0,0,0,0,20390.0,0,"(0,3]"
463,3,4708,869,1,0,0,0,4160.0,0,"(0,3]"
627,4,5228,548,1,1,0,1,3970.0,0,"(6,9]"
646,1,0,0,0,0,2,1,620.0,0,"(3,6]"
289,6,6425,564,1,0,0,0,6540.0,0,"(0,3]"
735,7,0,0,0,0,0,0,1920.0,0,"(3,6]"
909,1,23081,1767,1,0,0,0,1680.0,1,"(6,9]"
509,1,9527,700,1,1,0,1,4740.0,1,"(6,9]"
47,3,6460,976,1,0,0,0,270.0,1,"(6,9]"
499,2,6424,828,1,1,0,0,450.0,1,"(9,12]"
199,7,0,0,0,0,0,0,6360.0,1,"(3,6]"
983,3,8762,1162,1,1,0,0,40.0,1,"(9,12]"
806,5,6255,497,1,0,0,1,260.0,1,"(6,9]"
353,4,4363,1185,1,1,0,1,900.0,1,"(6,9]"
978,7,0,0,0,0,0,0,3890.0,0,"(3,6]"
550,3,6471,501,1,1,0,0,50.0,0,"(0,3]"
515,6,9484,843,1,0,0,0,11260.0,1,"(3,6]"
54,4,5321,530,1,0,0,0,7170.0,1,"(0,3]"
64,7,0,0,0,0,0,0,22560.0,1,"(3,6]"
192,3,14273,906,1,1,0,0,2770.0,1,"(3,6]"
149,3,6893,563,1,1,0,1,2610.0,1,"(3,6]"
466,2,11191,849,1,1,0,1,3110.0,0,"(0,3]"
889,4,4157,480,1,0,0,0,18670.0,0,"(9,12]"
419,3,5116,887,1,1,0,0,1620.0,0,"(6,9]"
195,4,6103,838,1,0,0,0,220.0,0,"(0,3]"
958,6,4533,539,1,0,0,0,440.0,0,"(9,12]"
801,1,4175,483,1,0,0,0,48330.0,0,"(3,6]"
938,1,8734,921,1,0,0,1,2820.0,0,"(9,12]"
452,5,7050,619,1,1,0,1,1850.0,1,"(6,9]"
163,1,7207,950,1,0,0,0,1480.0,0,"(0,3]"
932,3,7385,809,1,0,0,0,15700.0,1,"(9,12]"
34,1,6767,897,1,0,0,0,2240.0,0,"(0,3]"
468,5,5687,682,1,0,0,0,5260.0,0,"(9,12]"
1042,4,4481,584,1,0,0,1,3440.0,1,"(0,3]"
816,4,6772,776,1,1,0,0,460.0,0,"(9,12]"
447,7,0,0,0,0,0,0,1510.0,0,"(0,3]"
1003,4,5020,636,1,0,0,0,170.0,1,"(6,9]"
398,6,3837,516,1,0,0,0,1540.0,1,"(6,9]"
806,2,10067,702,1,1,0,0,260.0,1,"(3,6]"
1087,5,6251,628,1,0,0,0,2210.0,0,"(0,3]"
150,3,8376,829,1,1,0,0,31830.0,0,"(0,3]"
86,2,3297,445,1,0,0,0,480.0,1,"(3,6]"
1082,3,7237,940,1,1,0,0,440.0,0,"(3,6]"
184,3,5052,503,1,0,0,1,3560.0,0,"(6,9]"
529,7,0,0,0,0,0,0,12920.0,0,"(3,6]"
703,7,0,0,0,0,0,0,80.0,0,"(9,12]"
653,2,7152,563,1,1,0,0,7520.0,1,"(9,12]"
269,1,8879,1259,1,0,0,1,60.0,0,"(6,9]"
179,1,6400,909,1,0,0,0,480.0,0,"(0,3]"
82,6,4985,473,1,0,0,0,22390.0,1,"(3,6]"
145,4,6007,975,1,0,0,0,280.0,1,"(0,3]"
997,2,3157,309,1,0,0,1,5840.0,1,"(9,12]"
829,6,6018,909,1,0,0,0,110.0,0,"(9,12]"
672,5,8585,1396,1,1,0,1,240.0,0,"(0,3]"
417,1,6724,705,1,0,0,1,840.0,1,"(6,9]"
369,4,6352,541,1,0,0,0,5870.0,0,"(0,3]"
189,6,7829,769,1,0,0,0,5760.0,0,"(9,12]"
795,4,2454,286,1,0,0,0,510.0,1,"(3,6]"
758,1,6654,738,1,1,0,0,19780.0,0,"(0,3]"
82,6,5591,540,1,0,0,0,22390.0,1,"(0,3]"
1009,7,0,0,0,0,0,0,230.0,1,"(0,3]"
593,5,10898,1368,1,0,0,1,33060.0,0,"(9,12]"
353,2,5745,1745,1,0,0,0,900.0,1,"(6,9]"
281,1,8050,661,1,1,0,0,6970.0,0,"(3,6]"
730,6,10110,1218,1,0,0,0,1190.0,0,"(0,3]"
625,4,5090,505,1,0,0,0,1170.0,1,"(3,6]"
910,4,5897,564,1,1,0,0,12480.0,1,"(3,6]"
598,5,5529,738,1,1,0,0,550.0,1,"(0,3]"
1084,5,7373,882,1,1,0,1,190.0,1,"(6,9]"
253,5,5699,663,1,1,0,1,250.0,1,"(6,9]"
497,4,9573,1089,1,1,0,0,1610.0,0,"(9,12]"
746,2,3795,335,1,0,0,1,4330.0,1,"(9,12]"
817,6,16038,2723,1,0,0,0,140.0,0,"(3,6]"
1050,5,7911,551,1,1,0,1,13170.0,1,"(9,12]"
235,1,5440,506,1,0,0,0,5710.0,1,"(9,12]"
260,3,6901,949,1,0,0,0,540.0,0,"(3,6]"
616,4,7033,714,1,0,0,0,3040.0,1,"(0,3]"
350,6,6848,601,1,0,0,0,8880.0,1,"(3,6]"
1106,5,5316,592,1,1,0,0,5330.0,1,"(0,3]"
1017,6,4067,559,1,0,0,0,110.0,0,"(6,9]"
438,7,0,0,0,0,0,0,1110.0,1,"(9,12]"
510,4,7679,834,1,0,0,1,8260.0,0,"(6,9]"
296,7,0,0,0,0,0,0,9580.0,1,"(3,6]"
463,6,4272,681,1,0,0,0,4160.0,0,"(9,12]"
875,2,3613,406,1,0,0,0,5070.0,1,"(0,3]"
997,6,5406,440,1,0,0,0,5840.0,1,"(3,6]"
856,6,5997,791,1,0,0,0,3020.0,0,"(3,6]"
522,1,6112,526,1,0,0,0,7160.0,1,"(3,6]"
11,5,7547,1132,1,0,0,0,960.0,1,"(3,6]"
969,4,2422,503,1,0,0,0,600.0,1,"(3,6]"
81,2,6494,547,1,1,0,0,2370.0,1,"(0,3]"
348,4,6954,617,1,0,0,1,16490.0,1,"(3,6]"
556,3,7028,800,1,1,0,0,1140.0,0,"(3,6]"
862,3,11098,1160,1,1,0,1,2840.0,1,"(3,6]"
616,3,9674,893,1,1,0,0,3040.0,1,"(3,6]"
101,7,0,0,0,0,0,0,2440.0,1,"(0,3]"
634,4,5164,575,1,0,0,0,18610.0,0,"(6,9]"
661,5,5936,536,1,0,0,0,2140.0,0,"(6,9]"
835,7,0,0,0,0,0,0,2890.0,1,"(3,6]"
153,7,0,0,0,0,0,0,16240.0,1,"(6,9]"
304,1,7294,1234,1,0,0,0,1950.0,0,"(3,6]"
166,6,5879,865,1,0,0,0,100.0,1,"(9,12]"
143,1,10709,882,1,1,0,1,2930.0,0,"(6,9]"
906,6,8846,1098,1,0,0,0,90.0,0,"(9,12]"
1072,1,10063,836,1,1,0,1,5380.0,1,"(6,9]"
312,7,0,0,0,0,0,0,11300.0,0,"(9,12]"
475,7,0,0,0,0,0,0,140.0,0,"(3,6]"
1018,6,13085,1540,1,0,0,0,140.0,0,"(0,3]"
205,4,4788,705,1,0,0,0,110.0,0,"(9,12]"
285,3,5576,493,1,1,0,0,2410.0,0,"(3,6]"
346,5,7026,655,1,0,0,0,8090.0,0,"(3,6]"
963,1,19072,1536,1,1,0,0,23620.0,0,"(9,12]"
897,3,2766,340,1,1,0,0,3290.0,1,"(6,9]"
